,finn_code,model_year,manufacturer,model,km,power,gear,trans,cylinder,fuel_type,model_age
1150,136502132,2016,17,256,8.0,109.0,0,1,0.0,2,3
1152,134183507,2017,29,191,5.0,150.0,0,1,1.4,0,2
1154,138200769,2011,14,91,10.0,136.0,0,2,2.1,1,8
1155,133979029,2015,17,327,2.0,130.0,1,0,1.6,1,4
1156,138200766,2017,19,303,1.0,99.0,1,1,1.6,1,2
1157,133979412,2017,23,293,3.0,180.0,0,0,1.8,0,2
1158,138200688,2015,5,32,6.0,85.0,1,1,0.9,0,4
1159,131125240,2016,23,382,4.0,190.0,0,0,2.0,1,3
1160,133978892,2016,17,327,3.0,115.0,1,1,1.2,0,3
1161,133978917,2015,17,327,5.0,115.0,1,1,1.2,0,4
1163,132375499,2018,23,295,2.0,150.0,0,0,2.0,1,1
1164,138196627,2009,16,134,7.0,95.0,1,1,1.3,0,10
1165,74543737,2009,30,442,12.0,163.0,0,0,2.4,1,10
1166,138200663,2016,29,191,4.0,150.0,0,1,1.4,3,3
1167,138200676,2016,14,51,4.0,122.0,0,1,1.6,0,3
1168,138200654,2015,26,428,4.0,120.0,0,0,1.6,0,4
1169,138200661,2017,27,275,2.0,107.0,0,0,0.0,2,2
1170,129004563,2013,17,327,7.0,117.0,0,1,1.6,0,6
1171,130377822,2014,23,333,6.0,105.0,1,1,1.2,0,5
1172,130378576,2015,17,327,6.0,110.0,1,1,1.5,1,4
1173,138200537,2017,26,428,5.0,140.0,0,0,1.4,0,2
1174,138200539,2015,30,418,11.0,114.0,1,1,1.6,1,4
1176,126727834,2017,23,244,1.0,150.0,0,0,2.0,1,2
1177,126668394,2017,17,290,1.0,145.0,1,1,2.3,1,2
1178,138198905,2007,1,0,14.0,122.0,1,2,2.0,1,12
1179,138200574,2013,5,152,6.0,90.0,0,1,1.6,1,6
1180,138200469,2014,25,452,8.0,114.0,0,0,1.6,0,5
1181,138200487,2011,14,375,14.0,163.0,1,2,2.1,1,8
1182,133075447,2015,16,299,7.0,202.0,0,0,2.0,3,4
1184,138200461,2015,6,176,8.0,125.0,1,1,1.0,0,4
1185,138159390,2009,29,397,10.0,105.0,1,1,1.9,1,10
1186,138200330,2017,26,383,3.0,90.0,1,0,1.2,3,2
1187,138200310,2018,29,191,3.0,150.0,0,0,2.0,1,1
1188,138200322,2018,11,380,0.0,120.0,1,1,1.0,0,1
1189,138200391,2017,29,397,3.0,116.0,0,1,1.6,1,2
1190,138200339,2015,17,327,3.0,116.0,1,1,1.2,0,4
1191,138200341,2017,6,404,1.0,131.0,0,1,2.0,1,2
1192,138195608,2010,30,353,10.0,109.0,1,1,2.0,1,9
1194,138200336,2009,14,91,10.0,156.0,0,2,1.8,0,10
1195,138200286,2015,0,58,8.0,211.0,0,0,3.0,1,4
1196,138200291,2014,29,191,9.0,105.0,0,1,1.6,1,5
1197,138200241,2016,29,191,5.0,150.0,0,1,1.4,0,3
1198,138200233,2017,26,383,2.0,90.0,1,0,1.2,3,2
1199,125084942,1988,1,18,13.0,250.0,1,2,2.5,0,31
1200,138200192,2015,0,58,8.0,272.0,0,0,3.0,1,4
1201,138200216,2015,7,143,4.0,120.0,1,1,1.6,1,4
1202,138200203,2014,30,416,7.0,114.0,1,1,1.6,1,5
1204,138200196,2003,28,75,12.0,147.0,1,1,2.0,0,16
1205,138200124,2011,29,306,14.0,105.0,1,1,1.6,1,8
1206,138200105,2016,16,299,11.0,150.0,0,0,2.2,1,3
1208,138200085,2012,0,54,9.0,105.0,1,1,1.6,1,7
1211,138200019,2019,29,191,0.0,136.0,0,1,0.0,2,0
1212,138200002,2017,18,71,4.0,105.0,1,1,1.0,0,2
1214,137860000,2005,29,312,13.0,54.0,1,1,1.2,0,14
1215,138199898,2012,11,374,10.0,135.0,1,1,1.6,0,7
1216,138199829,2018,6,175,0.0,125.0,1,1,1.0,0,1
1217,138199889,2018,29,107,4.0,150.0,0,0,2.0,1,1
1218,138199879,2019,15,137,0.0,192.0,0,1,2.0,0,0
1219,138199816,2018,30,422,3.0,190.0,0,0,2.0,1,1
1220,138199821,2016,0,56,4.0,190.0,0,0,2.0,1,3
1221,138199819,2011,0,60,10.0,245.0,0,0,3.0,1,8
1222,138199733,2018,30,421,2.0,150.0,0,0,2.0,1,1
1223,138199739,2019,23,382,0.0,190.0,0,0,2.0,1,0
1224,138199729,2015,30,418,4.0,114.0,1,1,1.6,1,4
1225,138199785,2015,11,120,4.0,110.0,1,1,1.6,1,4
1226,117029544,2006,0,58,12.0,225.0,0,0,2.7,1,13
1227,138199747,2015,28,453,7.0,100.0,0,1,1.5,3,4
1228,138196531,2019,1,437,1.0,184.0,0,0,2.0,0,0
1229,138199655,2011,6,277,9.0,140.0,0,1,2.0,1,8
1230,138199700,2014,30,443,9.0,163.0,0,0,2.4,1,5
1231,138199666,2018,30,441,1.0,190.0,0,0,2.0,1,1
1232,138196808,2012,26,66,5.0,68.0,1,1,1.0,0,7
1233,138199621,2016,23,382,3.0,120.0,0,1,1.6,1,3
1234,138199649,2019,30,418,1.0,190.0,0,1,2.0,1,0
1235,138199637,2018,29,392,1.0,179.0,0,0,2.0,0,1
1237,138199634,2016,0,56,7.0,163.0,0,0,2.0,1,3
1238,138199613,2015,13,149,7.0,150.0,0,0,2.2,1,4
1239,138199564,2018,30,421,1.0,235.0,0,0,2.0,1,1
1240,138199533,2018,30,421,2.0,235.0,0,0,2.0,1,1
1241,138199262,2008,28,75,11.0,126.0,1,1,2.0,1,11
1242,138199453,2018,30,421,1.0,407.0,0,0,2.0,3,1
1243,138199458,2018,30,422,1.0,190.0,0,0,2.0,1,1
1244,138199484,2018,30,415,1.0,120.0,0,1,2.0,1,1
1245,138198337,2002,28,207,13.0,88.0,1,2,2.5,1,17
1246,138199395,2015,30,418,5.0,114.0,1,1,1.6,1,4
1247,138199402,2018,1,435,0.0,190.0,0,0,2.0,1,1
1248,138199400,2015,6,277,8.0,150.0,0,1,2.0,1,4
1249,138199352,2018,28,73,2.0,136.0,0,1,1.8,3,1
1250,138199345,2014,6,176,3.0,125.0,1,1,1.0,0,5
1251,138199355,2004,29,397,13.0,105.0,1,1,1.9,1,15
1252,138199351,2013,28,334,6.0,150.0,1,0,2.2,1,6
1253,138199307,2018,1,214,0.0,170.0,0,2,0.0,2,1
1254,138199350,2019,29,191,0.0,136.0,0,1,0.0,2,0
1255,138167683,2009,14,91,10.0,457.0,0,2,6.2,0,10
1256,138199272,2016,28,73,5.0,99.0,0,1,1.8,3,3
1257,138199265,2016,0,325,2.0,163.0,0,0,2.0,1,3
1258,138199200,2016,0,52,3.0,95.0,1,1,1.0,0,3
1260,138199211,2018,17,256,0.0,150.0,0,1,0.0,2,1
1261,138199179,2016,6,164,3.0,125.0,1,1,1.0,0,3
1262,138199168,2012,3,84,1.0,90.0,1,1,1.6,1,7
1263,138199109,2017,19,303,1.0,100.0,1,1,1.6,1,2
1264,138118110,2018,1,214,0.0,170.0,0,1,0.0,2,1
1265,138199098,2016,0,55,6.0,150.0,0,1,1.4,0,3
1266,138197641,1998,28,138,14.0,86.0,1,1,1.3,0,21
1267,138199077,2013,23,455,6.0,110.0,1,0,2.0,1,6
1268,138199085,2016,0,325,6.0,163.0,0,0,2.0,1,3
1269,138195004,2014,28,73,5.0,136.0,0,1,1.8,0,5
1270,138198811,2017,21,389,1.0,150.0,0,1,1.6,0,2
1271,138198997,2014,13,149,6.0,150.0,0,0,2.2,1,5
1272,138199021,2014,16,299,6.0,121.0,0,0,2.0,3,5
1273,138198993,2011,30,442,11.0,163.0,0,0,2.4,1,8
1274,138198925,2018,30,415,2.0,122.0,0,1,1.5,0,1
1275,138198942,2016,28,73,3.0,99.0,0,1,1.8,3,3
1276,138198838,2018,6,175,1.0,125.0,1,1,1.0,0,1
1279,138198891,2008,14,429,10.0,150.0,0,0,2.1,1,11
1281,138198799,2013,11,120,6.0,110.0,1,1,1.6,1,6
1283,138193888,1995,6,168,10.0,220.0,1,0,2.0,0,24
1284,138194920,2012,30,417,11.0,114.0,1,1,1.6,1,7
1286,138198713,2014,19,22,7.0,150.0,1,1,2.0,1,5
1287,138198725,2008,14,429,10.0,150.0,0,0,2.1,1,11
1288,138198695,2015,17,256,4.0,109.0,0,1,0.0,2,4
1289,138198700,2010,28,75,9.0,147.0,0,1,1.8,0,9
1290,138198611,2017,25,452,2.0,114.0,0,0,1.6,0,2
1291,138198603,2018,17,256,0.0,150.0,0,1,0.0,2,1
1292,138198618,2015,17,256,4.0,109.0,0,1,0.0,2,4
1294,138198633,2018,1,25,0.0,190.0,0,0,2.0,1,1
1295,138198619,2014,12,225,7.0,181.0,0,2,2.5,3,5
1296,138198513,2015,1,18,5.0,163.0,0,0,2.0,1,4
1297,138197524,2007,28,334,14.0,136.0,1,0,2.2,1,12
1298,138198528,2016,0,54,5.0,150.0,0,1,1.4,3,3
1299,138198443,2015,28,319,7.0,136.0,0,1,1.8,3,4
1300,138198301,2016,29,107,6.0,122.0,1,0,2.0,1,3
1301,138198313,2012,1,0,5.0,218.0,0,2,2.0,0,7
1302,138198256,2018,17,256,0.0,150.0,0,1,0.0,2,1
1303,138198227,2018,1,31,0.0,252.0,0,2,2.0,3,1
1304,138198229,2017,18,135,3.0,95.0,1,1,1.2,1,2
1305,138192581,2005,1,0,9.0,116.0,1,2,2.0,0,14
1306,138198242,2018,23,244,1.0,190.0,0,0,2.0,1,1
1307,138198206,2019,29,191,0.0,136.0,0,1,0.0,2,0
1308,138198138,2014,29,307,9.0,177.0,0,0,2.0,1,5
1309,138198149,2016,0,54,6.0,150.0,0,1,1.4,3,3
1310,138198041,2019,29,191,0.0,136.0,0,1,0.0,2,0
1311,138198032,2017,30,415,1.0,122.0,0,1,1.5,0,2
1312,138198071,2014,25,452,4.0,114.0,0,0,1.6,0,5
1313,134904561,2003,28,207,14.0,102.0,1,0,2.0,1,16
1314,138198035,2017,29,191,3.0,110.0,1,1,1.0,0,2
1315,138198030,2010,6,182,12.0,140.0,1,1,2.0,1,9
1316,138198017,2018,28,254,2.0,177.0,0,0,2.8,1,1
1317,138197949,2018,6,402,0.0,100.0,1,1,1.5,1,1
1318,138197959,2016,0,54,4.0,150.0,0,1,1.4,3,3
1319,138197935,2012,6,348,9.0,140.0,1,1,2.0,1,7
1320,138193303,2008,19,12,10.0,90.0,1,1,1.6,1,11
1321,138197921,2015,29,191,4.0,150.0,0,1,1.4,0,4
1322,128289860,2008,25,257,10.0,150.0,1,0,2.0,1,11
1323,138196119,2017,21,458,3.0,92.0,0,1,0.0,2,2
1324,138197806,2010,6,235,9.0,69.0,1,1,1.2,0,9
1325,138197798,2016,29,397,5.0,150.0,0,1,2.0,1,3
1326,138197804,2018,1,437,1.0,190.0,0,0,2.0,1,1
1327,138197838,2017,29,312,5.0,75.0,1,1,1.0,0,2
1328,138197741,2016,29,195,5.0,86.0,1,1,1.2,0,3
1329,138197697,2013,16,210,6.0,48.0,0,2,0.0,2,6
1331,138197613,2014,1,31,7.0,163.0,0,2,2.0,1,5
1332,135152643,2008,15,136,9.0,109.0,1,1,1.6,1,11
1333,138197643,2015,29,412,2.0,82.0,0,1,0.0,2,4
1334,132505418,2009,14,375,13.0,150.0,1,2,2.0,1,10
1335,138197598,2017,14,91,4.0,184.0,0,0,2.0,0,2
1336,138197607,2018,29,192,2.0,184.0,0,0,2.0,1,1
1337,132490321,2010,1,0,9.0,143.0,0,2,2.0,1,9
1338,138194952,2006,29,405,14.0,105.0,1,1,1.9,1,13
1339,138197454,2015,17,256,3.0,109.0,0,1,0.0,2,4
1340,138197474,2011,6,277,8.0,116.0,1,1,1.6,1,8
1341,138197346,2013,8,215,6.0,120.0,1,1,1.6,0,6
1342,138197352,2014,17,256,4.0,109.0,0,1,0.0,2,5
1343,138197349,2017,8,198,3.0,200.0,0,0,2.2,1,2
1344,138190177,2011,19,19,12.0,111.0,0,1,1.6,1,8
1345,138197343,2016,29,405,6.0,102.0,1,1,2.0,1,3
1346,138197298,2017,30,415,1.0,122.0,0,1,1.5,0,2
1348,138197286,2019,10,211,0.0,400.0,0,0,0.0,2,0
1349,138197200,2015,14,91,3.0,116.0,1,2,1.6,1,4
1350,138197212,2016,6,331,5.0,200.0,0,0,3.2,1,3
1351,138197215,2015,23,382,5.0,170.0,0,0,2.0,1,4
1352,138197170,2012,30,420,9.0,115.0,1,1,1.6,1,7
1353,138197149,2014,16,299,7.0,202.0,0,0,2.0,3,5
1354,138197095,2013,19,303,9.0,75.0,1,1,1.6,1,6
1355,138197140,2017,29,195,4.0,86.0,1,1,1.2,0,2
1357,138196454,2013,26,383,5.0,94.0,1,0,1.2,0,6
1359,138196995,2018,18,140,0.0,90.0,1,1,1.0,0,1
1360,138188904,2015,1,31,4.0,163.0,0,0,2.0,1,4
1362,138196918,2015,29,191,5.0,150.0,0,1,1.4,3,4
1363,138196827,2016,16,299,6.0,202.0,0,0,2.0,3,3
1364,138196875,2018,23,244,2.0,190.0,0,0,2.0,1,1
1366,138196799,2019,1,8,0.0,224.0,0,0,1.5,3,0
1367,138196756,2018,1,214,1.0,170.0,0,2,0.0,2,1
1368,138196776,2005,29,397,12.0,140.0,0,1,2.0,1,14
1369,138196769,2006,17,309,14.0,174.0,0,0,2.0,1,13
1370,138192776,2012,29,412,5.0,60.0,1,1,1.0,0,7
1371,138196717,2014,25,177,8.0,147.0,1,0,2.0,1,5
1372,138196542,2017,29,392,2.0,150.0,0,0,2.0,1,2
1373,138196588,2018,7,228,0.0,131.0,0,1,1.5,0,1
1374,138194878,2011,6,400,8.0,140.0,1,0,2.4,1,8
1376,138196509,2017,28,334,4.0,197.0,0,0,2.5,3,2
1377,138196522,2016,29,191,4.0,150.0,0,1,1.4,3,3
1378,121798304,2017,19,19,1.0,181.0,0,1,2.0,1,2
1379,138196433,2017,28,334,5.0,197.0,0,0,2.5,3,2
1380,138196456,2016,29,306,4.0,120.0,0,1,1.6,1,3
1381,138196343,2018,30,359,0.0,421.0,0,0,2.0,3,1
1382,138196346,2016,29,306,4.0,120.0,0,1,1.6,1,3
1383,138196328,2015,5,32,2.0,113.0,0,1,0.0,2,4
1385,138196184,2018,19,19,0.0,131.0,0,1,1.5,1,1
1386,138196161,2018,19,33,1.0,131.0,0,1,1.5,1,1
1387,138196157,2018,17,432,1.0,131.0,1,0,1.6,1,1
1388,138191815,2019,8,246,0.0,204.0,0,1,0.0,2,0
1390,138196127,2017,29,412,1.0,75.0,1,1,1.0,0,2
1391,138196133,2016,14,51,4.0,122.0,0,1,1.6,0,3
1392,138196134,2016,24,395,5.0,114.0,0,0,1.6,1,3
1393,138196130,2016,29,306,6.0,120.0,0,1,1.6,1,3
1394,138196069,2014,17,327,8.0,131.0,1,0,1.6,1,5
1396,133326892,2016,3,84,10.0,75.0,1,1,1.6,1,3
1398,138195931,2017,20,266,1.0,258.0,0,0,3.0,1,2
1399,138195442,2011,30,420,13.0,114.0,1,1,1.6,1,8
1400,138195965,2013,14,429,7.0,136.0,1,2,2.1,1,6
1401,138195491,2009,6,176,10.0,109.0,1,1,1.6,1,10
1402,138189588,2014,29,412,7.0,82.0,0,1,0.0,2,5
1403,138195976,2016,29,307,3.0,190.0,0,0,2.0,1,3
1405,110479388,2007,30,417,13.0,170.0,1,1,2.0,1,12
1406,138195933,2008,28,317,2.0,78.0,0,1,1.0,0,11
1409,138195860,2015,19,27,5.0,114.0,1,0,1.6,1,4
1410,138195806,2008,6,348,13.0,140.0,1,1,2.0,1,11
1411,138195715,2019,29,107,1.0,150.0,0,1,2.0,1,0
1412,138195729,2012,14,91,9.0,136.0,0,2,2.1,1,7
1413,138195653,2016,28,334,4.0,197.0,0,0,2.5,3,3
1414,138195655,2017,8,212,1.0,67.0,1,1,1.0,0,2
1415,138195622,2008,14,347,10.0,235.0,0,0,3.0,1,11
1416,138195666,2011,0,60,8.0,204.0,0,0,2.8,0,8
1417,138195573,2016,28,334,5.0,197.0,0,0,2.5,3,3
1418,138195621,2017,30,415,3.0,122.0,1,1,2.0,0,2
1419,138195553,2017,8,212,5.0,67.0,1,1,1.0,0,2
1420,138195479,2017,12,335,5.0,223.0,0,2,2.5,3,2
1421,138194006,2013,11,374,5.0,136.0,0,0,2.0,1,6
1422,129199987,2012,17,328,8.0,117.0,1,1,1.6,0,7
1423,138195362,2016,29,191,4.0,116.0,0,1,0.0,2,3
1424,138189059,2007,23,174,12.0,69.0,1,1,1.4,1,12
1426,138193567,2003,21,271,10.0,98.0,1,1,1.4,0,16
1427,138195333,2018,30,415,4.0,122.0,1,1,2.0,0,1
1429,138195194,2017,1,8,2.0,224.0,0,0,1.5,3,2
1431,138195160,2018,14,187,2.0,320.0,0,0,2.0,3,1
1432,138195165,2016,18,276,1.0,136.0,1,1,1.6,1,3
1433,138195152,2015,5,32,2.0,113.0,0,1,0.0,2,4
1434,138195129,2016,17,327,4.0,116.0,0,1,1.2,0,3
1435,138195144,2017,17,285,6.0,163.0,1,0,2.3,1,2
1436,138195118,2018,30,415,1.0,122.0,1,1,2.0,0,1
1437,138195073,2015,18,140,1.0,90.0,1,1,1.0,0,4
1438,138195032,2013,11,374,7.0,135.0,1,1,1.6,0,6
1440,138195044,2012,6,176,8.0,95.0,1,1,1.6,1,7
1441,138195021,2017,3,197,3.0,131.0,0,1,1.2,0,2
1442,138194955,2011,16,72,9.0,116.0,1,0,1.8,1,8
1443,138194950,2017,3,197,3.0,131.0,0,1,1.2,0,2
1445,134054736,2005,25,298,12.0,165.0,0,0,2.5,0,14
1446,138194943,2014,0,324,4.0,140.0,0,0,2.0,1,5
1447,138194863,2013,14,347,9.0,258.0,0,0,3.0,1,6
1448,138194890,2014,0,58,10.0,163.0,0,1,2.0,1,5
1449,138194892,2017,28,90,2.0,122.0,0,1,1.8,3,2
1450,138194869,2015,0,55,7.0,136.0,1,1,2.0,1,4
1451,138189280,2008,29,397,13.0,105.0,1,1,1.9,1,11
1453,138194806,2016,17,256,1.0,109.0,0,1,0.0,2,3
1454,138194813,2017,0,54,2.0,150.0,0,1,1.4,3,2
1455,138194833,2009,0,325,13.0,170.0,1,0,2.0,1,10
1456,138189300,2012,14,91,8.0,156.0,0,2,1.8,0,7
1457,138189144,2008,29,107,12.0,69.0,1,1,2.0,1,11
1458,138194738,2018,29,306,2.0,218.0,0,1,1.4,3,1
1460,138194708,2018,30,418,1.0,288.0,0,0,2.4,3,1
1461,138194728,2015,30,416,7.0,114.0,1,1,1.6,1,4
1462,138194720,2014,28,254,7.0,190.0,0,0,3.0,1,5
1463,138194711,2010,29,281,10.0,180.0,0,0,2.0,1,9
1464,138194656,2018,13,149,2.0,175.0,0,0,2.2,1,1
1465,137990504,2008,1,31,12.0,163.0,0,2,2.0,1,11
1467,138194543,2015,30,416,6.0,114.0,1,1,1.6,1,4
1468,138194528,2011,1,40,8.0,306.0,0,0,3.0,1,8
1469,138194264,2014,17,327,6.0,131.0,0,1,1.6,1,5
1470,138193120,2009,6,248,13.0,136.0,1,0,2.0,1,10
1471,138194455,2018,29,312,1.0,95.0,0,1,1.0,0,1
1473,138194393,2015,17,273,5.0,80.0,1,1,1.2,0,4
1475,138194266,2018,17,256,0.0,150.0,0,1,0.0,2,1
1476,138194358,2016,19,22,6.0,110.0,1,1,1.2,0,3
1477,138194363,2017,14,51,4.0,122.0,0,1,1.6,0,2
1478,138194368,2015,30,416,5.0,114.0,1,1,1.6,1,4
1479,138194348,2016,30,442,8.0,163.0,0,0,2.4,1,3
1481,138194284,2016,1,40,4.0,265.0,0,0,3.0,1,3
1482,138194170,2018,14,187,0.0,320.0,0,0,2.0,3,1
1483,138194268,2011,0,58,11.0,170.0,0,1,2.0,1,8
1484,82795219,2002,15,137,10.0,163.0,1,1,1.6,0,17
1485,132301410,2016,1,31,3.0,190.0,0,0,2.0,1,3
1486,138194182,2019,1,437,1.0,184.0,0,0,2.0,0,0
1487,138193933,2005,0,54,12.0,140.0,1,0,2.0,1,14
1488,133230543,2009,29,306,14.0,140.0,1,1,2.0,1,10
1489,138194202,2002,19,20,14.0,109.0,1,1,1.6,0,17
1490,138161499,2006,29,397,12.0,105.0,0,1,1.9,1,13
1491,138193097,2005,29,364,13.0,116.0,1,0,1.9,1,14
1492,138190079,2015,14,80,3.0,180.0,0,1,0.0,2,4
1493,138194140,2013,1,31,12.0,218.0,0,0,2.0,1,6
1494,138194134,2017,19,23,2.0,110.0,1,1,1.2,0,2
1495,138194169,2016,19,22,5.0,99.0,1,1,1.6,1,3
1496,138194162,2012,13,149,10.0,150.0,0,0,2.2,1,7
1499,138194086,2012,19,27,9.0,114.0,1,0,1.6,1,7
1500,138194074,2011,19,36,12.0,111.0,1,1,1.6,1,8
1502,138194060,2016,19,36,12.0,163.0,0,0,2.0,3,3
1503,138193754,2018,17,256,0.0,150.0,0,1,0.0,2,1
1504,138194005,2017,29,108,7.0,122.0,1,1,2.0,1,2
1505,138193993,2018,16,299,1.0,202.0,0,0,2.0,3,1
1506,138193992,2011,0,54,8.0,125.0,1,1,1.4,0,8
1507,138193999,2017,11,120,1.0,99.0,1,1,1.0,0,2
1508,138193972,1998,28,138,13.0,110.0,1,1,1.6,0,21
1509,138193854,2016,14,188,4.0,442.0,0,0,3.0,3,3
1510,138193875,2008,17,247,13.0,68.0,1,1,1.5,1,11
1511,138193927,2018,16,299,1.0,202.0,0,0,2.0,3,1
1512,138193935,2011,15,141,12.0,112.0,1,0,1.6,1,8
1513,138193938,2012,15,136,9.0,112.0,1,1,1.6,1,7
1514,138193458,2011,23,174,10.0,75.0,1,1,1.2,1,8
1516,138193840,2016,0,54,5.0,150.0,0,1,1.4,3,3
1517,138193842,2018,17,285,2.0,190.0,0,0,2.3,1,1
1518,138193849,2018,16,299,1.0,202.0,0,0,2.0,3,1
1519,138193848,2017,17,256,1.0,110.0,0,1,0.0,2,2
1520,138193747,2017,29,191,0.0,136.0,0,1,0.0,2,2
1521,138193762,2018,19,303,1.0,99.0,1,0,1.6,1,1
1522,138193822,2015,17,287,6.0,80.0,1,1,1.2,0,4
1523,138193813,2016,17,256,2.0,109.0,0,1,0.0,2,3
1524,138193742,2015,19,303,9.0,90.0,1,0,1.6,1,4
1525,138193727,2016,17,327,5.0,131.0,1,0,1.6,1,3
1526,138193684,2014,17,327,6.0,116.0,0,1,1.2,0,5
1527,138193689,2018,9,150,1.0,163.0,0,0,1.9,1,1
1528,138193681,2017,17,327,3.0,116.0,0,1,1.2,0,2
1529,138193657,2015,30,416,5.0,114.0,1,1,1.6,1,4
1530,138193666,2018,16,299,1.0,202.0,0,0,2.0,3,1
1531,138193568,2017,17,327,4.0,131.0,1,0,1.6,1,2
1532,138193575,2014,28,317,8.0,99.0,0,1,1.8,3,5
1533,138193642,2015,30,442,6.0,163.0,0,0,2.4,1,4
1534,138193627,2016,17,327,1.0,116.0,0,1,1.2,0,3
1535,128239921,2017,30,421,4.0,254.0,0,1,2.0,0,2
1536,138193537,2018,24,336,0.0,181.0,0,0,2.2,1,1
1537,138193469,2007,8,409,13.0,140.0,1,0,2.0,1,12
1538,138193520,2018,24,336,0.0,181.0,0,0,2.2,1,1
1539,138193456,2014,19,303,5.0,90.0,1,1,1.6,1,5
1540,138193401,2018,19,170,1.0,150.0,1,0,2.0,1,1
1541,138193384,2012,0,56,8.0,143.0,1,0,2.0,1,7
1542,138193376,2013,28,73,8.0,136.0,0,1,1.8,3,6
1543,138193447,2007,14,429,14.0,109.0,0,0,2.1,1,12
1544,138193402,2015,14,189,5.0,170.0,0,0,2.1,1,4
1545,138193332,2017,24,449,1.0,114.0,1,0,1.6,1,2
1546,138193363,2018,29,392,1.0,190.0,0,0,2.0,1,1
1547,138193365,2006,26,448,12.0,109.0,1,0,2.0,1,13
1548,138193283,2017,29,392,3.0,150.0,0,0,2.0,1,2
1549,138193279,2015,0,55,9.0,177.0,0,0,2.0,1,4
1550,138188445,2006,29,191,13.0,105.0,1,1,1.9,1,13
1551,138193272,2018,23,244,2.0,190.0,0,0,2.0,1,1
1553,138193219,2016,29,397,7.0,110.0,0,1,1.6,1,3
1554,138193252,2017,17,256,2.0,110.0,0,1,0.0,2,2
1555,138193223,2016,0,54,1.0,150.0,0,1,1.4,3,3
1556,138193151,2013,29,392,9.0,140.0,1,0,2.0,1,6
1557,138193118,2016,0,54,4.0,204.0,0,1,1.4,3,3
1558,138193062,2004,17,432,13.0,136.0,1,0,2.2,1,15
1559,138193006,2017,17,432,0.0,177.0,0,0,2.0,1,2
1560,138192956,2016,29,107,7.0,102.0,0,1,2.0,1,3
1561,138192862,2007,26,383,10.0,91.0,1,0,1.3,0,12
1562,138192834,2016,23,293,7.0,184.0,0,0,2.0,1,3
1563,138187855,2011,1,438,10.0,245.0,0,0,3.0,1,8
1564,138192733,2011,0,54,7.0,105.0,1,1,1.6,1,8
1566,115767589,2007,8,360,14.0,155.0,0,0,2.2,1,12
1567,138192726,2017,28,453,1.0,100.0,0,1,1.5,3,2
1568,138192657,2016,0,52,2.0,95.0,1,1,1.0,0,3
1569,138192639,2016,29,307,7.0,150.0,1,0,2.0,1,3
1571,138192613,2018,30,421,1.0,190.0,0,0,2.0,1,1
1572,138187758,2008,24,339,10.0,165.0,0,0,2.7,1,11
1573,138192524,2016,0,54,4.0,150.0,0,1,1.4,3,3
1574,138192506,2015,13,37,8.0,175.0,0,0,2.2,1,4
1575,138192437,2018,1,18,0.0,252.0,0,2,2.0,3,1
1576,138192362,2014,21,458,4.0,58.0,1,1,0.0,2,5
1579,122174318,2013,16,72,7.0,116.0,1,1,2.0,0,6
1580,138192312,2013,20,302,8.0,430.0,0,0,4.8,0,6
1581,138177624,2001,1,438,14.0,184.0,0,0,2.9,1,18
1583,138192289,2016,29,107,4.0,122.0,1,0,2.0,1,3
1584,138192210,2017,0,325,4.0,163.0,0,0,2.0,1,2
1585,138192207,2016,29,392,5.0,150.0,0,0,2.0,1,3
1586,138192106,2017,26,428,5.0,140.0,0,0,1.4,0,2
1587,138192067,2016,0,52,4.0,95.0,0,1,1.0,0,3
1588,138192058,2014,28,78,4.0,69.0,1,1,1.0,0,5
1589,87007709,2013,6,176,8.0,250.0,1,1,2.0,0,6
1590,138123876,2011,23,293,10.0,105.0,0,1,1.6,1,8
1591,137988583,2000,1,18,14.0,150.0,1,2,2.0,0,19
1592,138191787,2015,13,16,6.0,150.0,0,1,2.2,1,4
1593,138191717,2018,1,25,0.0,184.0,0,0,2.0,0,1
1594,138191647,2018,1,438,1.0,313.0,0,0,2.0,3,1
1595,138191631,2009,25,257,10.0,150.0,1,0,2.0,1,10
1597,138191653,2017,1,434,2.0,150.0,0,0,2.0,1,2
1598,138191611,2006,25,177,14.0,158.0,1,0,2.0,0,13
1599,138191602,2017,6,403,2.0,75.0,1,1,1.5,1,2
1600,138191609,2018,14,429,1.0,190.0,0,0,2.1,1,1
1601,138191590,2016,16,299,6.0,121.0,0,0,2.0,3,3
1602,136507489,2013,23,455,5.0,110.0,1,0,2.0,1,6
1603,138191525,2016,6,176,5.0,120.0,0,1,1.5,1,3
1604,138191469,2016,30,420,5.0,120.0,0,1,2.0,1,3
1605,138191491,2016,30,420,6.0,120.0,1,1,2.0,1,3
1607,138191507,2009,7,143,11.0,140.0,1,0,2.2,1,10
1608,138191444,2006,11,311,11.0,60.0,1,1,1.0,0,13
1609,138191395,2018,29,107,1.0,150.0,0,1,2.0,1,1
1610,132463344,2002,21,129,8.0,58.0,1,1,1.2,0,17
1611,138129877,2016,29,107,4.0,75.0,1,1,2.0,1,3
1612,138191380,2019,10,211,0.0,400.0,0,0,0.0,2,0
1613,138191399,2011,10,447,5.0,385.0,0,2,5.0,0,8
1614,138191359,2017,28,453,1.0,100.0,0,1,1.5,3,2
1615,138191365,2007,19,29,13.0,136.0,1,1,2.0,1,12
