finn_code,model_year,manufacturer,model,km,power,gear,trans,first_reg,cylinder,fuel_type,price
138225640,2006,Volkswagen,Polo,99279.0,54.0,Manuell,FWD,2005,1.2,Bensin,28618
136125826,2019,Volvo,XC 60,9900.0,235.0,Automat,AWD,,2.0,Diesel,799900
138223504,2007,Toyota,Avensis,221325.0,126.0,Manuell,FWD,2007,2.0,Diesel,39618
138229040,2014,Skoda,Superb,62000.0,140.0,Automat,FWD,2014,2.0,Diesel,239775
138229118,2005,Volkswagen,Touran,185186.0,140.0,Manuell,FWD,2005,2.0,Diesel,38800
138228894,2016,Volvo,XC 60,50355.0,190.0,Automat,AWD,2015,2.4,Diesel,509000
138228875,2018,Volvo,XC 60,16950.0,190.0,Automat,AWD,2018,2.0,Diesel,759000
138228851,2010,Toyota,Avensis,119000.0,132.0,Manuell,FWD,2010,1.6,Bensin,99719
138228870,2007,BMW,X3,169000.0,177.0,Manuell,AWD,2007,2.0,Diesel,99000
138228833,2018,Volvo,V90 Cross Country,31931.0,190.0,Automat,AWD,2017,2.0,Diesel,679000
138223019,2003,Ford,Mondeo,200004.0,131.0,Automat,FWD,2004,2.0,Diesel,13618
138224119,2011,Citroen,DS3,65103.0,92.0,Manuell,FWD,2011,1.6,Diesel,74696
138228681,2017,Volvo,V40 Cross Country,14797.0,120.0,Manuell,FWD,2017,2.0,Diesel,319900
134398322,2012,Audi,Q3,84000.0,177.0,Automat,AWD,2012,2.0,Diesel,259000
138228564,2018,Volvo,V90,17022.0,235.0,Automat,AWD,2018,2.0,Diesel,669000
138228534,2018,Volvo,V40,7750.0,120.0,Automat,FWD,,2.0,Diesel,319900
138225681,2006,Toyota,RAV4,245084.0,152.0,Automat,FWD,,2.0,Bensin,70618
138223512,2003,Peugeot,206,122000.0,75.0,Manuell,FWD,2019,1.4,Bensin,9118
138228514,2018,Volvo,V90,19579.0,190.0,Automat,AWD,,2.0,Diesel,629000
138228428,2018,Volvo,V90,14565.0,235.0,Automat,FWD,2017,2.0,Diesel,679000
138226841,2007,Mitsubishi,Outlander,142000.0,140.0,Manuell,AWD,2007,2.0,Diesel,109000
138226489,2012,BMW,X5,101000.0,211.0,Automat,AWD,,3.0,Diesel,399800
137682860,2013,Mercedes-Benz,Vito,160900.0,136.0,Automat,AWD,2013,2143.0,Diesel,179000
138223770,1998,Ford,Puma,133500.0,125.0,Manuell,FWD,1998,1679.0,Bensin,7618
138228104,2018,Ford,Fiesta,3385.0,200.0,Manuell,FWD,2018,1.5,Bensin,349900
135637427,2018,Volvo,V60 Cross Country,23207.0,190.0,Automat,AWD,2018,2.4,Diesel,519900
138226647,2014,Skoda,Octavia,88000.0,,Manuell,AWD,2013,,Diesel,178775
138228047,2007,Audi,A4,114429.0,131.0,Automat,FWD,2007,2.0,Bensin,89500
138228070,2016,BMW,5-serie,54100.0,258.0,Automat,AWD,2016,3.0,Diesel,625000
138227965,2016,Volvo,V70,40506.0,181.0,Manuell,FWD,,2.0,Diesel,359000
138227816,2018,Volvo,XC 90,34201.0,235.0,Automat,AWD,2017,2.0,Diesel,869000
138224382,2013,Peugeot,Boxer,130000.0,131.0,Manuell,FWD,2013,2198.0,Diesel,47294
138227707,2018,BMW,i3,5000.0,170.0,Automat,RWD,2018,,Elektrisitet,295000
138227693,2018,Volvo,XC 90,33950.0,235.0,Automat,AWD,2017,2.0,Diesel,869000
138227562,2018,Volvo,V90,27669.0,407.0,Automat,AWD,,2.0,Hybrid,699000
138223854,2012,Toyota,GT86,86000.0,200.0,Automat,RWD,2012,1998.0,Bensin,253775
138227583,2016,Suzuki,Vitara,30000.0,140.0,Automat,AWD,2016,1.4,Bensin,319000
138214600,2013,Renault,Kangoo,58000.0,90.0,Manuell,FWD,2013,1.5,Diesel,67294
138227535,2019,Hyundai,Kona,50.0,204.0,Automat,FWD,2019,0.0,Elektrisitet,409900
138227556,2015,Mercedes-Benz,A-Klasse,84000.0,122.0,Automat,FWD,2015,1.6,Bensin,199775
138225341,2011,Peugeot,iOn,110000.0,48.0,Automat,FWD,2011,0.0,Elektrisitet,49999
115677334,2014,BMW,3-serie,82000.0,136.0,Automat,RWD,2014,1.6,Bensin,238719
138227440,2010,Ford,Mondeo,191000.0,116.0,Manuell,FWD,2009,2.0,Diesel,59000
138227414,2018,Volvo,V60,18692.0,190.0,Automat,FWD,2018,2.0,Diesel,395000
138222262,2019,Kia,Niro,0.0,204.0,Automat,FWD,,,Elektrisitet,470000
138227312,2014,Volkswagen,UP!,122000.0,60.0,Manuell,FWD,2014,1.0,Bensin,54999
138227310,2018,Volvo,XC 60,19950.0,407.0,Automat,AWD,2017,2.0,Hybrid,749000
138227382,2015,Fiat,500,33600.0,114.0,Automat,FWD,,,Elektrisitet,159000
138223032,2011,Volvo,C30,127698.0,109.0,Manuell,FWD,2011,1.6,Diesel,69978
138227295,2011,Toyota,Auris,135649.0,136.0,Automat,FWD,2011,1.8,Bensin,99000
138227279,2013,Opel,ADAM,96698.0,69.0,Manuell,FWD,2013,1.2,Bensin,74900
138227281,2017,Volvo,V90 Cross Country,52.0,190.0,Automat,AWD,,2.0,Diesel,669000
138227201,2018,Volvo,V90 Cross Country,34761.0,190.0,Automat,AWD,,2.0,Diesel,689900
138227204,2012,Mitsubishi,i-Miev,52100.0,64.0,Automat,RWD,2011,,Elektrisitet,84900
138223479,2008,Mercedes-Benz,A-Klasse,113460.0,109.0,Manuell,RWD,2009,2.0,Diesel,48775
138224490,2008,Toyota,Corolla Verso,174000.0,136.0,Manuell,FWD,2008,2.2,Diesel,69900
138226119,1996,Subaru,Domingo,236000.0,54.0,Manuell,AWD,1995,1.2,Bensin,25618
138227111,2014,Citroen,C-Zero,25900.0,67.0,Automat,RWD,2014,,Elektrisitet,104900
138227120,2018,BMW,i3,3000.0,170.0,Automat,RWD,2018,,Elektrisitet,339000
114943412,2007,Mazda,6,210677.0,120.0,Manuell,FWD,2007,1.8,Bensin,33719
138227010,2018,Volvo,XC 60,22416.0,190.0,Automat,AWD,2017,2.0,Diesel,729000
138227089,2016,Volkswagen,Polo,16500.0,110.0,Automat,FWD,2016,1.2,Bensin,195000
122214316,2017,Mercedes-Benz,Sprinter,91000.0,163.0,Automat,RWD,2017,2.1,Diesel,499019
138215149,2019,BMW,X5,10.0,265.0,Automat,AWD,,6.0,Diesel,1199000
138226928,2016,Volvo,XC 60,62275.0,163.0,Automat,AWD,2016,2.4,Diesel,499900
138226923,2016,Skoda,Superb,93201.0,150.0,Automat,FWD,2015,2.0,Diesel,299900
138226803,2018,Tesla,Model S,27000.0,524.0,Automat,AWD,2018,0.0,Elektrisitet,639000
138226818,2014,Citroen,C-Zero,51500.0,67.0,Automat,RWD,2014,,Elektrisitet,96900
138226793,2018,BMW,i3,30500.0,184.0,Automat,RWD,2018,,Elektrisitet,325000
138222708,2008,Opel,Vectra,153000.0,101.0,Manuell,FWD,2008,1.9,Diesel,55719
138226790,2016,Kia,Soul,103200.0,111.0,Automat,FWD,2015,,Elektrisitet,144900
138222994,2003,Volkswagen,Caravelle,230000.0,88.0,Manuell,FWD,2002,2461.0,Diesel,50618
138226768,2014,Kia,Sportage,76907.0,136.0,Manuell,AWD,2014,2.0,Diesel,219500
138226763,2015,Volvo,V70,62872.0,114.0,Manuell,FWD,2015,1.6,Diesel,269000
138226764,2017,Tesla,Model X,38500.0,524.0,Automat,AWD,2017,0.0,Elektrisitet,879900
138226741,2012,Volvo,XC 70,146553.0,163.0,Automat,AWD,2012,2.4,Diesel,289000
138222692,1991,Volkswagen,Golf,78000.0,90.0,Manuell,FWD,2016,1.8,Bensin,39618
138222711,2012,Toyota,Land Cruiser,115699.0,190.0,Automat,AWD,2012,2982.0,Diesel,351294
138226624,2015,BMW,3-serie,42005.0,184.0,Automat,AWD,2015,2.0,Diesel,329000
138226635,2015,Volvo,V40 Cross Country,71070.0,114.0,Automat,FWD,2014,1.6,Diesel,239000
138226652,2011,Audi,A7,108500.0,245.0,Automat,AWD,2011,3.0,Diesel,349000
138226579,2007,Toyota,HiAce,196000.0,117.0,Manuell,AWD,2006,2.5,Diesel,95079
138226612,2016,Skoda,Octavia,75000.0,179.0,Automat,AWD,2016,1.8,Bensin,329900
138221895,2016,Mercedes-Benz,C-Klasse,60000.0,279.0,Automat,RWD,2018,1991.0,Hybrid,316253
137889365,2007,Peugeot,207,63300.0,88.0,Manuell,FWD,2010,1360.0,Bensin,34594
138205785,2008,Peugeot,107,111260.0,68.0,Manuell,FWD,2007,1.0,Bensin,34618
138226443,2017,Volkswagen,Polo,32503.0,90.0,Automat,FWD,2017,1.2,Bensin,195000
138226433,2016,Skoda,Octavia,22997.0,179.0,Automat,AWD,2015,1.8,Bensin,349900
138226416,2018,Mercedes-Benz,E-Klasse,25700.0,401.0,Automat,AWD,2017,3.0,Bensin,1090000
138226438,2016,Volvo,V60,26531.0,233.0,Automat,AWD,2015,2.4,Hybrid,369000
138226385,2016,Skoda,Fabia,50480.0,110.0,Automat,FWD,2015,1.2,Bensin,169900
138226335,2018,Volvo,V90,3400.0,150.0,Automat,AWD,2018,2.0,Diesel,599900
138226363,2014,Volvo,V60,149797.0,136.0,Automat,FWD,2013,2.0,Diesel,199000
131821723,1999,Toyota,Corolla,175000.0,86.0,Automat,FWD,1999,1332.0,Bensin,15000
138226287,2015,Volkswagen,Golf Sportsvan,75200.0,150.0,Automat,FWD,2015,1.4,Bensin,199000
105579828,2004,Volvo,S60,226110.0,163.0,Manuell,FWD,,2.4,Diesel,43360
138226326,2006,Toyota,Avensis,180000.0,116.0,Manuell,FWD,2006,2.0,Diesel,49618
138226302,2019,Hyundai,Kona,42.0,204.0,Automat,FWD,2018,0.0,Elektrisitet,419900
138226331,2018,Skoda,Kodiaq,22713.0,190.0,Automat,AWD,2018,2.0,Diesel,589900
138226172,2019,Volvo,V90 Cross Country,21000.0,240.0,Automat,AWD,2018,2.0,Diesel,869900
138076443,2011,Ford,Fiesta,122870.0,95.0,Manuell,FWD,2011,1.6,Diesel,75196
138225060,2013,Ford,C-Max,61000.0,125.0,Manuell,FWD,,1.0,Bensin,89900
122377909,2007,Volkswagen,Passat,177000.0,140.0,Manuell,AWD,2007,1968.0,Diesel,73719
138219248,2005,Toyota,Avensis,1.0,129.0,Manuell,FWD,,,Bensin,26600
115223003,2007,Volkswagen,Jetta,117949.0,105.0,Manuell,FWD,2007,1.9,Diesel,61618
136331080,1999,Toyota,Corolla,178000.0,86.0,Manuell,FWD,1999,1.3,Bensin,11594
138225964,2018,Volvo,S90,8500.0,190.0,Automat,FWD,2018,2.0,Diesel,639900
138225927,2019,Ford,S-MAX,1200.0,190.0,Automat,AWD,2018,2.0,Diesel,669900
138225948,2016,Kia,Soul,93050.0,111.0,Automat,FWD,2015,,Elektrisitet,157900
138225821,2018,Volvo,V90,15996.0,190.0,Automat,AWD,,2.0,Diesel,629900
135186056,2006,Mitsubishi,Outlander,178000.0,136.0,Manuell,AWD,2006,2.0,Bensin,36594
138225901,2016,Citroen,Jumpy,82408.0,122.0,Manuell,FWD,2016,2.0,Diesel,199000
138225799,2015,Toyota,Yaris,66031.0,69.0,Manuell,FWD,2015,1.0,Bensin,129000
138225818,2017,Mazda,CX-3,14900.0,150.0,Automat,AWD,2017,2.0,Bensin,329000
138225734,2018,BMW,5-serie,4450.0,400.0,Automat,AWD,2018,,Diesel,1299900
138225714,2008,Nissan,Pathfinder,215800.0,171.0,Automat,AWD,2007,2.5,Diesel,140000
138224283,2016,Volkswagen,Caddy,32979.0,122.0,Manuell,AWD,2016,1968.0,Diesel,214995
138225722,2016,Mazda,CX-5,94829.0,150.0,Manuell,AWD,2015,2.2,Diesel,269900
138225704,2017,Audi,A6 allroad,101000.0,190.0,Automat,AWD,2016,3.0,Diesel,469000
138225680,2013,Citroen,Jumpy,129000.0,125.0,Manuell,FWD,2012,1.6,Diesel,79294
138224474,2006,Skoda,Fabia,114000.0,64.0,Manuell,FWD,2006,1.2,Bensin,24618
138225602,2015,Volkswagen,Golf,59000.0,116.0,Automat,FWD,2015,0.0,Elektrisitet,199000
138225534,2018,Volvo,V90,12850.0,407.0,Automat,AWD,2017,2.0,Hybrid,679900
138225544,2018,Mazda,MX-5,7000.0,131.0,Manuell,RWD,,1.5,Bensin,345000
136054743,2003,Volkswagen,Golf,207259.0,105.0,Manuell,FWD,2002,1.6,Bensin,16000
138225373,2014,Skoda,Octavia,54000.0,140.0,Automat,FWD,2014,1.4,Bensin,199900
138224496,2018,Volkswagen,Touran,20000.0,150.0,Automat,FWD,2018,,Bensin,439000
138225248,2016,Volkswagen,Caddy,47000.0,75.0,Manuell,FWD,2015,2.0,Diesel,147500
138220192,2002,Fiat,Scudo,245000.0,94.0,Manuell,FWD,2002,2.0,Diesel,9079
138225233,2013,Volkswagen,Touran,57000.0,140.0,Automat,FWD,,2.0,Diesel,249900
138219826,2016,Nissan,Leaf,21427.0,109.0,Automat,FWD,2016,,Elektrisitet,185000
138225349,2018,Audi,Q7,10200.0,258.0,Automat,AWD,2018,3.0,Hybrid,899000
138225089,2016,Volkswagen,Transporter,85000.0,150.0,Automat,AWD,2015,2.0,Diesel,299000
138225172,2012,Citroen,Jumpy,74000.0,90.0,Manuell,FWD,2012,,Diesel,84900
138225191,2016,Audi,A3,34977.0,110.0,Manuell,FWD,2015,1.2,Bensin,234800
138225081,2011,Peugeot,508,79000.0,112.0,Automat,FWD,2011,1.6,Diesel,118900
138225030,2017,Audi,A3,47040.0,110.0,Manuell,FWD,2017,1.6,Diesel,229800
138225027,2018,BMW,2-serie,31400.0,224.0,Automat,AWD,2018,1.5,Hybrid,349000
138224962,2016,Audi,A4,43332.0,190.0,Automat,AWD,2015,2.0,Diesel,439800
138224967,2018,Suzuki,Vitara,5000.0,140.0,Automat,AWD,2018,1.4,Bensin,432900
138220179,2000,Mercedes-Benz,E-Klasse,258000.0,143.0,Automat,RWD,2002,2.1,Diesel,39618
138224985,2013,Ford,Kuga,154500.0,140.0,Automat,AWD,2013,2.0,Diesel,199000
138221694,2005,Toyota,HiAce,214000.0,102.0,Manuell,AWD,2005,2494.0,Diesel,35079
138224935,2011,Peugeot,508,79000.0,112.0,Automat,FWD,2011,1.6,Diesel,118900
136079576,2008,Mercedes-Benz,C-Klasse,242000.0,170.0,Automat,RWD,2010,2.1,Diesel,108719
138224473,2015,Ford,Transit Connect,82000.0,101.0,Manuell,FWD,2015,1.0,Bensin,115000
138224781,2018,Audi,A4,26377.0,190.0,Automat,AWD,2017,2.0,Diesel,524800
138224772,2017,BMW,3-serie,22000.0,184.0,Automat,AWD,2017,2.0,Bensin,549000
138224755,2019,Renault,Clio,14.0,90.0,Manuell,FWD,,,Bensin,2486
138224646,2014,BMW,i8,66000.0,231.0,Automat,FWD,2014,1.5,Hybrid,699000
138224659,2018,Volkswagen,Golf Alltrack,31000.0,184.0,Automat,AWD,2017,2.0,Diesel,379800
138220554,2005,Mercedes-Benz,B-Klasse,211000.0,116.0,Automat,AWD,2007,1699.0,Bensin,31518
138224726,2016,Audi,A4 allroad,59017.0,190.0,Automat,AWD,2015,2.0,Diesel,399800
138224598,2015,Volkswagen,Beetle,57784.0,105.0,Automat,FWD,2015,1.2,Bensin,274800
138221441,1999,Volkswagen,Golf,137000.0,75.0,Manuell,FWD,1998,1390.0,Bensin,24618
138224438,2015,Nissan,Qashqai,61470.0,116.0,Automat,FWD,2015,1.2,Bensin,199900
138224434,2017,Volvo,S90,18610.0,235.0,Automat,AWD,2018,2.0,Diesel,699900
138224445,2011,Mitsubishi,Pajero,86000.0,200.0,Automat,AWD,2011,,Diesel,429000
138224466,2012,Volvo,V70,87000.0,163.0,Automat,FWD,2012,2.0,Diesel,239775
138224468,2014,Volvo,XC 70,97000.0,215.0,Automat,AWD,2014,2.4,Diesel,419000
138224403,2017,Volvo,XC 60,52013.0,190.0,Automat,AWD,2017,2.4,Diesel,519900
138224423,2019,Mitsubishi,Outlander,1900.0,230.0,Automat,AWD,2018,0.0,Hybrid,439600
138224319,2017,Opel,Mokka,12900.0,152.0,Automat,AWD,2017,1.4,Bensin,328900
138224314,2016,Volkswagen,Touran,46936.0,110.0,Manuell,FWD,2015,1.6,Diesel,284800
138224282,2016,Skoda,Octavia Scout,88868.0,179.0,Automat,AWD,2016,1.8,Bensin,339900
138224270,2016,Volkswagen,Golf,32300.0,116.0,Automat,FWD,2015,,Elektrisitet,239900
138224261,2005,Opel,Signum,192000.0,120.0,Manuell,FWD,2005,,Diesel,39990
138224173,2019,Mercedes-Benz,GLA,4800.0,122.0,Automat,FWD,2018,1.6,Bensin,479000
138224246,2018,Volvo,XC 90,65000.0,407.0,Automat,AWD,2017,2.0,Hybrid,779000
133937333,1997,BMW,5-serie,230000.0,170.0,Manuell,RWD,1997,2494.0,Bensin,50000
138224026,2018,Volvo,V40,7750.0,120.0,Automat,FWD,,2.0,Diesel,3500
138218622,2012,Mercedes-Benz,Vito,159000.0,136.0,Manuell,RWD,,2.1,Diesel,79000
138213852,1998,Volvo,V70,221966.0,193.0,Automat,AWD,1997,2.4,Bensin,66618
138224056,2016,Audi,A1,4900.0,95.0,Manuell,FWD,2016,1.0,Bensin,199000
138223713,2018,Suzuki,SX4 S-Cross,500.0,140.0,Automat,AWD,2018,1.4,Bensin,385000
138217656,2004,Toyota,Avensis,314000.0,116.0,Manuell,FWD,2007,1995.0,Diesel,11618
138218494,2005,Peugeot,Partner,163500.0,90.0,Manuell,FWD,2005,2.0,Diesel,24118
138223847,2012,Nissan,Juke,88000.0,110.0,Manuell,FWD,2012,1.5,Diesel,109900
138223884,2015,Volvo,V40,66000.0,114.0,Manuell,FWD,2014,1.6,Diesel,179000
138223843,2018,Volvo,S90,22000.0,407.0,Automat,AWD,2018,2.0,Hybrid,669900
138219849,2003,Volkswagen,Polo,87140.0,64.0,Manuell,FWD,2003,1.2,Bensin,20000
138223804,2012,Citroen,DS3,79800.0,92.0,Manuell,FWD,2011,1.6,Diesel,75000
138219614,2003,Peugeot,307 SW,233227.0,136.0,Manuell,FWD,2003,2.0,Bensin,14618
138217659,2004,Mazda,3,84700.0,105.0,Automat,FWD,2004,1.6,Bensin,39000
138125591,2014,Volkswagen,Golf,62454.0,122.0,Automat,FWD,,1.4,Bensin,169999
138223231,2018,Citroen,C3,9500.0,82.0,Manuell,FWD,,1.2,Bensin,1499
138216866,2002,Skoda,Fabia,152457.0,101.0,Manuell,FWD,2001,1390.0,Bensin,13618
138221814,2008,Suzuki,Swift,108700.0,91.0,Manuell,AWD,,1.3,Bensin,34900
138223607,2008,Toyota,HiAce,121824.0,117.0,Manuell,AWD,,2494.0,Diesel,95794
138223582,2017,Renault,Koleos,35689.0,177.0,Automat,AWD,2017,2.0,Diesel,459000
138223600,2004,Toyota,RAV4,132000.0,116.0,Manuell,AWD,2004,2.0,Diesel,89000
138223558,2015,Volvo,XC 70,92107.0,215.0,Automat,AWD,2015,2.4,Diesel,449800
138219395,2003,Mercedes-Benz,CLK,202806.0,163.0,Automat,RWD,2004,1796.0,Bensin,36618
138223547,2009,Toyota,Urban Cruiser,81698.0,90.0,Manuell,AWD,2009,1.4,Diesel,109900
138223540,2016,Nissan,e-NV200,19500.0,109.0,Automat,FWD,2016,0.0,Elektrisitet,205000
138223467,2016,Volvo,XC 90,61933.0,190.0,Automat,AWD,2016,2.0,Diesel,699900
138223433,2010,Ford,Fiesta,98000.0,60.0,Manuell,FWD,,1.2,Bensin,62696
138223538,1995,Toyota,Corolla,144000.0,92.0,,FWD,1994,1.5,Bensin,19594
138223430,2012,Volvo,XC 70,142873.0,163.0,Automat,AWD,2012,2.4,Diesel,329000
138223423,2018,Hyundai,Ioniq,20.0,120.0,Automat,FWD,,0.0,Elektrisitet,299000
138219403,2006,Ford,Mondeo,168850.0,116.0,Manuell,FWD,2006,1998.0,Diesel,13618
138222635,2005,Mercedes-Benz,SLK,219000.0,163.0,Automat,RWD,2004,1.8,Bensin,127618
138223391,2008,Mercedes-Benz,GL,182000.0,224.0,Automat,AWD,2007,3.0,Diesel,299000
138223312,2018,Hyundai,Ioniq,20.0,120.0,Automat,FWD,,0.0,Elektrisitet,299000
138223394,2018,Volkswagen,Crafter,25000.0,177.0,Automat,FWD,2018,2.0,Diesel,429000
124772078,2010,Mercedes-Benz,E-Klasse,460000.0,170.0,Automat,RWD,2010,2143.0,Diesel,78719
138219615,2003,Toyota,HiAce,216000.0,102.0,Manuell,AWD,2003,2494.0,Diesel,33079
138223305,2018,Volkswagen,Amarok,39000.0,224.0,Automat,AWD,2018,3.0,Diesel,499000
138223290,2007,Toyota,Corolla,156000.0,90.0,Manuell,FWD,2007,1.4,Diesel,47618
138223271,2017,Volvo,V90,31532.0,235.0,Automat,AWD,2016,2.0,Diesel,629900
138223206,2014,Volkswagen,Caddy Maxi,22000.0,102.0,Manuell,FWD,2013,1.6,Diesel,138900
138223124,2018,Toyota,Prius Plug-in Hybrid,8500.0,98.0,Automat,FWD,2018,1.8,Hybrid,309000
138223098,2019,Volvo,V60,11111.0,190.0,Automat,FWD,2018,2.0,Diesel,589900
138220905,2008,Mercedes-Benz,B-Klasse,111400.0,109.0,Automat,FWD,2007,2.0,Diesel,79000
138223066,2009,Ford,Transit,163700.0,86.0,Manuell,FWD,2008,2.2,Diesel,57900
138222974,2016,Audi,A1,33600.0,95.0,Manuell,FWD,2016,1.0,Bensin,174000
138222976,2005,Audi,A6,233000.0,140.0,Manuell,FWD,,2.0,Diesel,32618
138222944,2016,Skoda,Fabia,24800.0,75.0,Manuell,FWD,2015,1.0,Bensin,127000
138222903,2018,Subaru,Impreza,16540.0,156.0,Automat,AWD,2017,,Bensin,369000
138221809,2008,Skoda,Roomster,284000.0,80.0,Manuell,FWD,,1.4,Diesel,10594
138073828,2003,BMW,5-serie,208000.0,170.0,Automat,RWD,,2.2,Bensin,26618
138218065,2006,Mercedes-Benz,Sprinter,230000.0,150.0,Manuell,RWD,2011,2148.0,Diesel,69999
138222871,2013,Citroen,DS3,68000.0,92.0,Automat,FWD,2013,1.6,Diesel,119999
138217825,2005,Audi,A6,211000.0,179.0,Automat,AWD,2004,2496.0,Diesel,59618
138222611,2015,Citroen,C-Zero,50000.0,48.0,Automat,RWD,2015,,Elektrisitet,99900
138222587,2018,BMW,i3,555.0,170.0,Automat,RWD,2018,,Elektrisitet,338500
134807214,2011,Citroen,DS3,112400.0,156.0,Manuell,FWD,2011,1.6,Bensin,82656
138222566,2012,Volkswagen,Golf Plus,90690.0,105.0,Automat,FWD,2012,1.6,Diesel,149000
138219239,2004,Toyota,HiAce,233000.0,102.0,Manuell,AWD,2004,2.5,Diesel,43079
138218072,2006,BMW,5-serie,184000.0,150.0,Automat,RWD,,2.0,Diesel,80000
138222537,2015,BMW,i3,60000.0,170.0,Automat,RWD,2014,0.0,Elektrisitet,174000
138222528,2004,Mercedes-Benz,,333100.0,122.0,Automat,RWD,2004,2.1,Diesel,29000
138222551,2016,Ford,Fiesta,15900.0,101.0,Manuell,FWD,2015,1.0,Bensin,169000
138222545,2011,Ford,C-Max,101800.0,116.0,Manuell,FWD,2011,1.6,Diesel,89900
138222532,2007,Nissan,Qashqai,194000.0,106.0,Manuell,FWD,2007,1.5,Diesel,49900
138217229,2003,Mitsubishi,Space Star I,103366.0,98.0,Manuell,FWD,2003,1584.0,Bensin,11618
138222539,2016,Nissan,Leaf,46200.0,109.0,Automat,FWD,2016,0.0,Elektrisitet,224800
138222433,2017,Volkswagen,UP!,10959.0,60.0,Manuell,FWD,2016,1.0,Bensin,124800
138222420,2013,Fiat,Doblo,55900.0,90.0,Manuell,FWD,2013,,Diesel,99000
138222353,2017,Subaru,XV,24509.0,150.0,Automat,AWD,2016,2.0,Bensin,319900
138222355,2019,Mitsubishi,Outlander,20.0,230.0,Automat,AWD,2018,2.4,Hybrid,3204
138222233,2011,Mercedes-Benz,C-Klasse,73000.0,120.0,Manuell,RWD,2011,2.1,Diesel,138775
138222241,2015,Volkswagen,Golf Sportsvan,52000.0,110.0,Automat,FWD,2015,1.2,Bensin,189000
138222240,2007,Peugeot,207,189000.0,88.0,Manuell,FWD,2007,1.4,Bensin,39000
138222229,2018,Skoda,Karoq,14900.0,150.0,Automat,AWD,2018,2.0,Diesel,489000
138222237,2018,Volvo,XC 90,20000.0,408.0,Automat,AWD,2017,2.0,Hybrid,899000
138222245,2019,Hyundai,Kona,17.0,,Automat,FWD,,0.0,Elektrisitet,414000
129880934,2008,Volvo,V50,161600.0,145.0,Manuell,FWD,2007,2.0,Bensin,68719
138217632,2004,Toyota,Corolla Verso,233231.0,116.0,Manuell,FWD,2009,2.0,Diesel,26618
138218177,2005,Suzuki,Grand Vitara,153189.0,140.0,Automat,AWD,2005,2.0,Bensin,51618
138220746,2007,Volkswagen,Jetta,181285.0,105.0,Manuell,FWD,2007,1.9,Diesel,39000
138222062,2016,Toyota,Aygo,19700.0,69.0,Manuell,FWD,2016,1.0,Bensin,135000
138222148,2015,Audi,A6 allroad,34361.0,211.0,Automat,AWD,2016,3.0,Diesel,550000
94912293,2014,Peugeot,5008,72000.0,114.0,Manuell,FWD,2014,1.6,Diesel,159000
138221990,2015,Audi,A6,144331.0,150.0,Automat,FWD,2014,2.0,Diesel,339900
138222004,2015,Toyota,RAV4,92069.0,124.0,Manuell,AWD,2015,2.0,Diesel,309900
138217009,2000,Mercedes-Benz,CLK,287181.0,100.0,Automat,RWD,2002,2.0,Bensin,23618
138222013,2017,Nissan,Qashqai,19413.0,116.0,Manuell,FWD,2017,1.2,Bensin,299000
138135545,2006,Volvo,V50,200821.0,109.0,Manuell,FWD,2006,1560.0,Diesel,46618
138221980,2015,Citroen,DS3,28600.0,82.0,Manuell,FWD,2015,1.2,Bensin,145000
138221967,2015,Nissan,Qashqai,49000.0,131.0,Automat,FWD,2015,1.6,Diesel,249000
138221979,2015,Nissan,Qashqai,35773.0,110.0,Manuell,FWD,2015,1.5,Diesel,229000
138221983,2015,Toyota,Yaris,50400.0,73.0,Automat,FWD,2015,1.5,Hybrid,159000
138221962,2015,Audi,A6 allroad,140307.0,211.0,Automat,AWD,2014,3.0,Diesel,429900
138221942,2014,Mazda,6,116006.0,150.0,Manuell,FWD,,2.2,Diesel,259900
138220828,2018,Citroen,C3,9325.0,82.0,Manuell,FWD,,1.2,Bensin,1685
138221870,2015,Mercedes-Benz,Citan,57519.0,90.0,Manuell,FWD,2015,1.5,Diesel,159900
138221868,2017,Nissan,Qashqai,22547.0,116.0,Manuell,FWD,2017,1.2,Bensin,299000
138221852,2016,BMW,i3,28000.0,170.0,Automat,RWD,2015,,Elektrisitet,205000
138221859,2017,Suzuki,Ignis,4435.0,90.0,Manuell,AWD,2017,1.2,Hybrid,234900
138221817,2015,Volkswagen,Golf,124256.0,105.0,Manuell,AWD,2014,1.6,Diesel,209900
138221805,2014,Skoda,Octavia,67606.0,105.0,Manuell,FWD,2014,1.6,Diesel,199900
138221839,2014,Volkswagen,Caddy,143184.0,140.0,Manuell,AWD,2014,,Diesel,179900
138221830,2015,Audi,A4 allroad,73004.0,150.0,Manuell,AWD,2015,2.0,Diesel,329900
138221758,2014,Ford,Grand C-MAX,133046.0,116.0,Manuell,FWD,2014,1.6,Diesel,159900
138221795,2016,Volkswagen,Golf,29551.0,110.0,Automat,FWD,2015,1.6,Diesel,229800
138221797,2016,BMW,3-serie,78187.0,190.0,Automat,AWD,2015,2.0,Diesel,439900
138220475,2008,Toyota,Verso,178000.0,134.0,Manuell,FWD,,,Diesel,64696
138221783,2015,Toyota,Prius,67920.0,99.0,Automat,FWD,2015,1.8,Hybrid,229900
138214582,2005,Peugeot,206,125000.0,75.0,Manuell,FWD,2005,1360.0,Bensin,29618
138218362,2003,Nissan,Navara,306000.0,133.0,Manuell,AWD,2003,2.5,Diesel,37000
