finn_code,model_year,manufacturer,model,km,power,gear,trans,first_reg,cylinder,fuel_type,price
138146459,2012,Peugeot,Partner,73000.0,75.0,Manuell,FWD,2012,1.6,Diesel,79000
138146331,2019,Volvo,XC 60,10500.0,390.0,Automat,AWD,2018,2.0,Hybrid,829000
138073204,2003,Volkswagen,Golf,142000.0,105.0,Manuell,FWD,2002,1.6,Bensin,13618
138146237,2015,Skoda,Octavia Scout,75000.0,184.0,Automat,AWD,2015,2.0,Diesel,339000
138146288,2017,Toyota,Auris,51621.0,136.0,Automat,FWD,2017,1.8,Hybrid,239000
138146294,2018,Volvo,XC 90,18000.0,320.0,Automat,AWD,2018,2.0,Hybrid,919000
138144584,2006,Subaru,Legacy,184640.0,165.0,Automat,AWD,2005,2.0,Bensin,69995
138146196,2014,Mercedes-Benz,E-Klasse,185000.0,204.0,Automat,AWD,,2.1,Diesel,289000
138146121,2018,Volvo,V90,22000.0,407.0,Automat,AWD,2018,2.0,Hybrid,729000
136835370,2000,Volkswagen,Golf,290000.0,101.0,Manuell,FWD,2000,1595.0,Bensin,10594
138146126,2014,Volvo,V40,90500.0,114.0,Automat,FWD,2013,1.6,Diesel,179900
138146145,2006,BMW,3-serie,155000.0,116.0,Manuell,RWD,2006,1.6,Bensin,68000
138146054,2017,Volvo,V90,44000.0,150.0,Automat,AWD,2017,2.0,Diesel,519000
138142003,2001,Subaru,Forester,223912.0,125.0,Manuell,AWD,2001,2.0,Bensin,16618
138145972,2016,Ford,Transit Custom,88000.0,101.0,Manuell,FWD,2016,2.2,Diesel,198500
138116792,1997,Toyota,HiAce,244000.0,79.0,Manuell,RWD,1997,2.4,Diesel,26079
138143105,2014,BMW,X5,65700.0,258.0,Automat,AWD,2014,,Diesel,579000
138142542,2006,BMW,3-serie,260000.0,200.0,Manuell,RWD,2009,1995.0,Diesel,71547
138141618,2013,Ford,Transit,233000.0,125.0,Manuell,FWD,2013,2200.0,Diesel,69999
138145802,2016,Volvo,V60,44700.0,231.0,Automat,AWD,2016,2.4,Hybrid,389900
138145847,2012,Mercedes-Benz,M-Klasse,217000.0,204.0,Automat,AWD,,2.2,Diesel,369000
138145679,2016,Audi,Q5,52750.0,163.0,Automat,AWD,2015,2.0,Diesel,419900
138145692,2017,Nissan,Qashqai,17792.0,116.0,Automat,FWD,2017,1.2,Bensin,279900
138145684,2013,Volvo,V60,107200.0,114.0,Automat,FWD,2013,1.6,Diesel,185900
138141755,1997,Mazda,323,256000.0,88.0,Manuell,FWD,1997,1.5,Bensin,13618
138145589,2018,Volkswagen,Caddy,15000.0,102.0,Manuell,FWD,2018,2.0,Diesel,198500
138145610,2011,Audi,Q5,160098.0,170.0,Automat,AWD,2011,2.0,Diesel,254000
138145601,2015,Volvo,V60,119995.0,163.0,Automat,AWD,2015,2.4,Diesel,289900
138145515,2018,Volkswagen,Arteon,16500.0,280.0,Automat,AWD,2018,2.0,Bensin,639000
138140771,2007,Opel,Corsa,74000.0,90.0,Automat,FWD,2007,1.4,Bensin,34618
138145521,2016,Volvo,XC 90,97500.0,224.0,Automat,AWD,2015,2.0,Diesel,669900
138145412,2018,Volvo,V60,31200.0,220.0,Automat,AWD,2018,2.0,Hybrid,439990
138145439,2017,Volvo,V60,37200.0,120.0,Automat,FWD,2017,2.0,Diesel,334000
138145502,2019,Volkswagen,Golf,1005.0,136.0,Automat,FWD,2018,0.0,Elektrisitet,346000
138145490,2016,Volvo,V60,72600.0,233.0,Automat,AWD,2015,2.4,Hybrid,339000
138138312,2017,Volkswagen,Transporter,48500.0,150.0,Automat,AWD,2017,1968.0,Diesel,449000
138145406,2016,Volvo,V60,38300.0,233.0,Automat,AWD,2016,2.4,Hybrid,379000
138145399,2009,Mercedes-Benz,Sprinter,196119.0,156.0,Automat,RWD,2009,1.8,Hybrid Bio,99000
138143662,2018,Suzuki,Vitara,3100.0,140.0,Automat,AWD,,,Bensin,419000
138145196,2010,Ford,Galaxy,197000.0,140.0,Automat,FWD,,2.0,Diesel,139000
138144130,2006,Suzuki,Grand Vitara,186500.0,106.0,Manuell,AWD,2006,1.6,Bensin,38000
138134018,2007,Mercedes-Benz,E-Klasse,300832.0,224.0,Automat,RWD,2011,3.0,Diesel,116618
138139315,2007,Peugeot,Partner,306000.0,75.0,Manuell,FWD,2007,1560.0,Diesel,8079
138145240,1997,Audi,A6,383000.0,,Automat,FWD,,2.8,Bensin,14900
138145235,2018,Mercedes-Benz,Vito,7300.0,163.0,Automat,AWD,2018,2.1,Diesel,569000
138145194,2016,Toyota,Yaris,46000.0,100.0,Automat,FWD,2016,1.5,Hybrid,175000
138042580,2008,Opel,Corsa,142000.0,,Manuell,FWD,,,Diesel,32696
138082088,2018,BMW,X5,18000.0,313.0,Automat,AWD,2018,2.0,Hybrid,10279
136539045,2006,Volkswagen,Polo,208000.0,75.0,Manuell,FWD,2009,1.4,Bensin,18594
138145086,2018,Ford,Galaxy,27500.0,150.0,Automat,FWD,,2.0,Diesel,459000
138145005,2015,Mercedes-Benz,C-Klasse,24900.0,156.0,Automat,RWD,2014,1.6,Bensin,299900
138145052,2017,Hyundai,i10,49663.0,67.0,Manuell,FWD,2017,1.0,Bensin,128900
138144998,2015,Volvo,V40 Cross Country,63283.0,114.0,Automat,FWD,2014,1.6,Diesel,239000
138144997,2016,Volkswagen,Golf,42500.0,150.0,Automat,FWD,2016,1.4,Hybrid,248000
138142772,2018,Subaru,Forester,17000.0,150.0,Automat,AWD,2017,2.0,Bensin,415000
138144888,2015,Kia,Soul,46000.0,109.0,Automat,FWD,2015,0.0,Elektrisitet,199000
138136841,2007,Toyota,HiAce,93000.0,95.0,Manuell,RWD,2007,2.5,Diesel,99900
120078541,2008,Toyota,Yaris,80100.0,87.0,Manuell,FWD,2008,1.3,Bensin,47656
138137365,2016,Ford,Focus,31853.0,125.0,Automat,FWD,2015,1.0,Bensin,228000
138140959,2012,Ford,Focus,101700.0,116.0,Manuell,FWD,,1.6,Diesel,119000
138136755,2016,Fiat,500X,60466.0,120.0,Manuell,FWD,2016,1.6,Diesel,199000
138142901,2013,BMW,1-serie,90000.0,136.0,Automat,RWD,2013,1.6,Bensin,155000
138144517,2018,Skoda,Superb,3000.0,190.0,Automat,AWD,2018,2.0,Diesel,529000
138144565,2017,Volvo,XC 60,62900.0,163.0,Automat,AWD,2016,2.4,Diesel,497000
137735226,2012,Volkswagen,Tiguan,143280.0,140.0,Automat,AWD,2011,2.0,Diesel,179900
138144396,2004,Peugeot,307,220000.0,109.0,Automat,FWD,2004,1.6,Bensin,39000
138143251,2013,Audi,A1,149900.0,122.0,Automat,FWD,,1.4,Bensin,119900
138143343,2012,Toyota,Aygo,69000.0,68.0,Manuell,FWD,2012,1.0,Bensin,55696
138142642,2004,Volkswagen,Golf,296800.0,131.0,Manuell,AWD,,1.9,Diesel,27618
138144362,2018,Volkswagen,Golf Alltrack,29000.0,184.0,Automat,AWD,2018,2.0,Diesel,428800
138144031,2018,Peugeot,Expert,6500.0,150.0,Manuell,AWD,2018,2.0,Diesel,398000
138144260,2015,Peugeot,308,58500.0,110.0,Manuell,FWD,2015,1.2,Bensin,149000
138144225,2018,Peugeot,Expert,4000.0,177.0,Automat,FWD,2018,2.0,Diesel,369900
138144211,2018,Audi,TT,21510.0,310.0,Automat,AWD,2018,2.0,Bensin,619800
138144146,2016,Toyota,Prius,33100.0,122.0,Automat,FWD,2016,1.8,Hybrid,257900
138144139,2015,Volkswagen,Golf,62647.0,230.0,Automat,FWD,2014,2.0,Bensin,285000
138144080,2016,Toyota,Prius,32713.0,122.0,Automat,FWD,2016,1.8,Hybrid,259000
137912220,2006,Renault,Clio,150000.0,75.0,Manuell,FWD,,1.1,Bensin,16618
138139540,2016,Mitsubishi,Outlander,46000.0,150.0,Automat,AWD,2016,2.3,Diesel,269949
138144032,2014,Toyota,Land Cruiser,59179.0,190.0,Automat,AWD,2014,3.0,Diesel,399000
138143967,2012,Kia,Sportage,117600.0,116.0,Manuell,FWD,2012,1.7,Diesel,135000
138143077,2017,Mercedes-Benz,Vito,25790.0,163.0,Automat,AWD,2017,2.1,Diesel,379000
138144041,2016,Toyota,Prius,36899.0,122.0,Automat,FWD,2016,1.8,Hybrid,256000
138139829,2008,Mercedes-Benz,B-Klasse,190000.0,109.0,Manuell,RWD,,2.0,Diesel,42696
138143864,2017,Citroen,C3,37390.0,110.0,Automat,FWD,2017,1.2,Bensin,189000
138143893,2004,Toyota,Land Cruiser,221000.0,163.0,Automat,AWD,2004,3.0,Diesel,169000
138143887,2016,Audi,Q5,50054.0,163.0,Automat,AWD,2015,2.0,Diesel,479900
131800989,2007,BMW,3-serie,180000.0,163.0,Manuell,RWD,2012,2.0,Diesel,118719
138143948,2017,Nissan,Qashqai,38084.0,116.0,Automat,FWD,2017,1.2,Bensin,279900
138143927,2016,Volvo,S60,59000.0,150.0,Automat,FWD,2016,2.0,Diesel,289000
138143852,2017,BMW,3-serie,28635.0,190.0,Automat,AWD,2017,2.0,Diesel,419000
138143837,2016,BMW,1-serie,41666.0,109.0,Manuell,RWD,2016,1.5,Bensin,199000
129681822,2013,Volvo,V40,79600.0,114.0,Manuell,FWD,2013,1.6,Diesel,172719
138143694,2014,Skoda,Octavia,98553.0,105.0,Manuell,AWD,2014,1.6,Diesel,189000
138143779,2016,Toyota,RAV4,51718.0,197.0,Automat,AWD,2016,2.5,Hybrid,409000
138143697,2016,Skoda,Rapid Spaceback,22200.0,90.0,Automat,FWD,2015,1.2,Bensin,189900
138143705,2017,Opel,Corsa,31390.0,90.0,Automat,FWD,2017,,Bensin,188750
138143717,2007,Opel,Astra,203000.0,105.0,Manuell,FWD,2007,,Bensin,67850
138126584,2012,Toyota,Yaris,82500.0,99.0,Manuell,FWD,2012,1.3,Bensin,79900
138143637,2017,BMW,i3,17400.0,102.0,Automat,RWD,2017,0.0,Elektrisitet,289000
138143683,2018,Toyota,C-HR,17600.0,122.0,Automat,FWD,2018,1.8,Hybrid,329000
138143654,2013,Volkswagen,UP!,66000.0,60.0,Manuell,FWD,2013,1.0,Bensin,75000
138143684,2016,Volkswagen,Golf,38901.0,110.0,Manuell,AWD,2016,1.6,Diesel,239000
138143689,2016,Toyota,Auris,85000.0,136.0,Automat,FWD,2016,,Hybrid,227849
138143538,2013,Volkswagen,Tiguan,164000.0,140.0,Automat,AWD,2012,2.0,Diesel,179000
115787390,1986,Ford,F-serie,12345.0,164.0,Automat,AWD,2007,6.9,Diesel,46594
138143600,2017,Toyota,Land Cruiser,43521.0,177.0,Automat,AWD,2017,2.8,Diesel,534000
119955022,2017,Mercedes-Benz,CLA,58500.0,136.0,Automat,AWD,2016,2.1,Diesel,415000
138143530,2017,Volkswagen,Touran,39649.0,116.0,Automat,FWD,2017,1.6,Diesel,349000
138143473,2016,Skoda,Rapid Spaceback,22950.0,90.0,Automat,FWD,2015,1.2,Bensin,179900
138143498,2017,Nissan,Qashqai,44861.0,116.0,Automat,FWD,2017,1.2,Bensin,249900
138143504,2017,Mercedes-Benz,E-Klasse,18550.0,299.0,Automat,RWD,2017,2.0,Hybrid,539000
138143476,2018,Volvo,V90,23500.0,320.0,Automat,AWD,2018,2.0,Hybrid,669000
138143386,2015,Peugeot,308,67500.0,110.0,Manuell,FWD,2015,1.2,Bensin,149000
138143311,2016,Skoda,Rapid Spaceback,39900.0,90.0,Automat,FWD,2015,1.2,Bensin,169900
138143324,2006,Hyundai,Santa Fe,165195.0,150.0,Automat,AWD,2006,,Diesel,99000
138143241,2013,BMW,X3,89500.0,163.0,Automat,AWD,2013,2.0,Diesel,349000
138143237,2008,BMW,X5,151783.0,286.0,Automat,AWD,2008,3.0,Diesel,269000
138143096,2017,Volkswagen,Passat,53509.0,156.0,Automat,FWD,2017,1.4,Bensin,389253
138143012,2018,Mercedes-Benz,A-Klasse,4900.0,163.0,Automat,FWD,2018,1.3,Bensin,479000
138143090,2015,Toyota,Yaris,84900.0,75.0,Automat,FWD,2015,1.5,Bensin,122000
138143100,2010,Mercedes-Benz,Sprinter,313500.0,163.0,Automat,RWD,2010,2.1,Diesel,109000
138143094,2009,Mercedes-Benz,E-Klasse,192000.0,170.0,Automat,RWD,2009,2.1,Diesel,159775
138142997,2012,Toyota,RAV4,55650.0,156.0,Automat,FWD,,2.0,Elektrisitet,229900
138142918,2018,Volkswagen,Golf,7800.0,136.0,Automat,FWD,2018,,Elektrisitet,349000
126371608,2012,Volkswagen,Transporter,167000.0,179.0,Manuell,AWD,2012,2.0,Diesel,131275
138142929,2017,Volkswagen,UP!,27800.0,60.0,Manuell,FWD,2017,1.0,Bensin,139000
138142837,2017,Opel,Vivaro,63320.0,125.0,Manuell,FWD,2016,,Diesel,238750
138142775,2016,Ford,Ranger,13777.0,200.0,Automat,AWD,,3198.0,Diesel,247719
138142725,2017,Mercedes-Benz,Citan,24000.0,90.0,Manuell,FWD,2017,1.5,Diesel,169000
138135002,2001,BMW,3-serie,267407.0,118.0,Manuell,RWD,2001,1.9,Bensin,16618
138142741,2010,BMW,X1,198600.0,136.0,Manuell,RWD,2010,2.0,Diesel,129000
138142730,2014,Mitsubishi,Outlander,95309.0,121.0,Automat,AWD,2014,2.0,Hybrid,244000
138142724,2018,Nissan,Leaf,10.0,150.0,Automat,FWD,,,Elektrisitet,284000
138138045,2001,Mercedes-Benz,C-Klasse,252000.0,170.0,Automat,RWD,2004,2.7,Diesel,31618
138142720,2018,Volvo,S90,20000.0,190.0,Automat,AWD,2017,2.0,Diesel,589900
138142762,2012,Toyota,Yaris,69600.0,100.0,Automat,FWD,2012,1.5,Hybrid,109000
138142742,2013,Audi,A4,80313.0,177.0,Automat,AWD,2012,2.0,Diesel,269999
138142650,2015,Toyota,Yaris,27391.0,99.0,Manuell,FWD,2015,1.3,Bensin,149900
138064571,2017,Toyota,Yaris,6000.0,100.0,Automat,FWD,2017,1.5,Bensin,178098
138142658,2011,Toyota,Yaris,54957.0,99.0,Manuell,FWD,2011,1.3,Bensin,114000
138142681,2012,Toyota,Verso-S,96863.0,90.0,Manuell,FWD,2012,1.4,Diesel,99000
138136212,1999,Audi,A4,240000.0,110.0,Manuell,AWD,2003,1896.0,Diesel,10500
138141788,2008,Volvo,V70,128700.0,163.0,Manuell,FWD,,2.4,Diesel,139775
138142590,2016,Volkswagen,Golf,59996.0,110.0,Automat,FWD,2015,1.2,Bensin,198900
138141185,2004,Ford,Mondeo,134400.0,110.0,Manuell,FWD,,1.8,Bensin,19618
138142567,2013,Subaru,XV,80550.0,109.0,Manuell,AWD,2013,,Diesel,165000
138075116,2010,Hyundai,i20,57000.0,99.0,Manuell,FWD,2010,1.4,Bensin,58900
132546628,2012,Renault,Megane,55000.0,110.0,Manuell,FWD,2012,1.5,Diesel,88719
138142424,2017,Citroen,C3,37000.0,110.0,Manuell,FWD,2017,1.2,Bensin,159000
138142435,2011,BMW,X3,154000.0,184.0,Automat,AWD,2011,2.0,Diesel,189775
138142404,2018,Volvo,V40,20130.0,150.0,Automat,FWD,2017,2.0,Diesel,349000
138135593,2018,BMW,5-serie,12400.0,340.0,Automat,AWD,2018,3.0,Bensin,899000
138139056,2008,Peugeot,207,72000.0,90.0,Manuell,FWD,2008,1.6,Diesel,38500
138137297,2018,Nissan,Leaf,13800.0,150.0,Automat,FWD,2018,,Elektrisitet,309000
138079332,2008,BMW,X5,142000.0,235.0,Automat,AWD,2012,2993.0,Diesel,270000
138142292,2016,Volkswagen,Golf,68200.0,116.0,Automat,FWD,2016,,Elektrisitet,199900
138142267,2014,Ford,C-Max,77000.0,116.0,Manuell,FWD,2014,1.6,Diesel,169000
90086742,2010,Mercedes-Benz,E-Klasse,151000.0,231.0,Automat,AWD,2012,3.5,Diesel,292660
138142153,2010,Nissan,Qashqai,114845.0,103.0,Manuell,FWD,2010,1.5,Diesel,105000
138142177,2015,Toyota,Prius+ Seven,299616.0,99.0,Automat,FWD,2015,1.8,Hybrid,89000
138142251,2013,Ford,Focus,68000.0,116.0,Manuell,FWD,2013,1.6,Diesel,99900
138136937,2007,Volkswagen,Golf,203849.0,90.0,Manuell,FWD,2007,1.9,Diesel,26618
138142077,2018,Peugeot,3008,17900.0,131.0,Automat,FWD,2018,1.2,Bensin,369000
138142080,2013,Mercedes-Benz,A-Klasse,44000.0,156.0,Automat,FWD,2013,1.6,Bensin,199775
138130443,2007,BMW,3-serie,125000.0,116.0,Manuell,RWD,2006,1.6,Bensin,79999
138142037,2018,Toyota,C-HR,17161.0,122.0,Automat,FWD,2018,1.8,Hybrid,322000
138141945,2017,Toyota,Auris,44800.0,136.0,Automat,FWD,2017,1.8,Hybrid,245000
138004087,1994,Volvo,940,528000.0,122.0,Automat,RWD,,2.4,Diesel,70000
138141947,2013,Mitsubishi,Outlander,125000.0,150.0,Automat,AWD,2012,,Diesel,245000
138141882,2018,Toyota,C-HR,20907.0,122.0,Automat,FWD,2018,1.8,Hybrid,317000
138141869,2013,Audi,Q5,92000.0,163.0,Automat,AWD,2012,2.0,Diesel,259775
138141878,2016,Volvo,XC 90,27001.0,224.0,Automat,AWD,2016,2.0,Diesel,748900
138141790,2018,Volvo,V90 Cross Country,37826.0,190.0,Automat,AWD,2017,2.0,Diesel,709900
138141778,2018,BMW,i3,4200.0,184.0,Automat,RWD,2018,,Elektrisitet,369000
138141780,2011,Volkswagen,Caddy,122700.0,102.0,Manuell,FWD,2011,1.6,Diesel,79900
138141570,2018,BMW,X1,3500.0,192.0,Automat,AWD,2018,2.0,Bensin,599000
138138857,2013,Volkswagen,Caravelle,257300.0,140.0,Automat,FWD,,2.0,Diesel,319000
138141636,2012,Volkswagen,Sharan,231385.0,140.0,Manuell,AWD,2012,2.0,Diesel,229000
138141551,2016,Audi,A3,40300.0,150.0,Automat,FWD,2016,1.4,Hybrid,279000
138138217,2004,Mercedes-Benz,E-Klasse,296000.0,150.0,Automat,RWD,2003,2.1,Diesel,68698
138137198,2015,BMW,i3,47400.0,170.0,Automat,RWD,2015,,Elektrisitet,195000
138141413,2017,Skoda,Superb,58000.0,190.0,Automat,AWD,2017,2.0,Diesel,449000
138141417,2016,Mercedes-Benz,A-Klasse,52010.0,122.0,Automat,FWD,2015,1.6,Bensin,269000
138141383,2016,Volkswagen,Passat,45000.0,218.0,Automat,FWD,2015,1.4,Hybrid,359900
138141406,2016,Mercedes-Benz,B-Klasse,41500.0,180.0,Automat,FWD,2016,,Elektrisitet,229000
138141421,2015,Mercedes-Benz,B-Klasse,50202.0,180.0,Automat,FWD,2015,,Elektrisitet,219000
138141272,2016,Peugeot,208,14661.0,82.0,Manuell,FWD,2016,1.2,Bensin,149000
138137974,2007,Volkswagen,Passat,208000.0,105.0,Manuell,FWD,2007,1896.0,Diesel,16690
138141179,2018,Nissan,Leaf,50.0,150.0,Automat,FWD,,0.0,Elektrisitet,279800
138141162,2017,Volkswagen,Touran,44772.0,116.0,Automat,FWD,2017,1.6,Diesel,349000
129453223,2015,Volkswagen,Beetle,36230.0,105.0,Automat,FWD,2015,1.2,Bensin,186161
138141201,2016,Subaru,Forester,47551.0,150.0,Automat,AWD,2016,2.0,Bensin,349900
138133360,2016,Volkswagen,Caddy,121415.0,122.0,Manuell,AWD,,,Diesel,144900
138141095,2014,Mercedes-Benz,B-Klasse,44500.0,122.0,Automat,FWD,2014,,Bensin,219900
138138169,2013,Opel,Vivaro,79200.0,114.0,Manuell,FWD,2013,2.0,Diesel,115000
138140979,2017,Mitsubishi,Outlander,44518.0,121.0,Automat,AWD,2016,2.0,Hybrid,389900
138140995,2011,Volkswagen,Tiguan,201500.0,140.0,Manuell,AWD,2011,2.0,Diesel,115000
138140983,2016,Volvo,XC 70,80100.0,181.0,Automat,AWD,2015,2.4,Diesel,489900
138140907,2013,Toyota,Yaris,71400.0,75.0,Automat,FWD,2013,1.5,Hybrid,109000
138032527,2014,Audi,A3,57910.0,140.0,Automat,FWD,2014,1.4,Bensin,214775
138136387,2001,BMW,3-serie,209000.0,170.0,Automat,RWD,2001,2.2,Bensin,49594
138140045,2006,Skoda,Octavia,187200.0,105.0,Automat,FWD,,1.9,Diesel,36618
138140745,2009,Toyota,Auris,168000.0,101.0,Manuell,FWD,2009,1.3,Bensin,49775
138140740,2017,Volkswagen,Golf,42957.0,116.0,Manuell,FWD,2017,1.6,Diesel,239800
138140748,2015,Subaru,Forester,78900.0,147.0,Automat,AWD,2015,2.0,Diesel,319900
138140755,2018,Mercedes-Benz,E-Klasse,27200.0,286.0,Automat,RWD,2018,2.0,Hybrid,578000
138139907,2008,Volvo,V70,439200.0,163.0,Automat,FWD,,2.4,Diesel,36618
130021730,2012,Hyundai,i40,95500.0,177.0,Manuell,FWD,2011,2.0,Bensin,113719
138140710,2016,Volkswagen,Golf,28520.0,150.0,Manuell,FWD,2015,1.4,Bensin,259000
138140700,2019,Kia,Soul,5.0,110.0,Automat,FWD,,0.0,Elektrisitet,268000
138140675,2017,Citroen,C4 Cactus,38449.0,110.0,Manuell,FWD,2017,1.2,Bensin,175000
137747313,2012,Mazda,3,141000.0,116.0,Manuell,FWD,2012,1.6,Diesel,72000
138140532,2015,Kia,Soul,37000.0,,Automat,FWD,2015,0.0,Elektrisitet,184900
138140528,2016,BMW,5-serie,166000.0,190.0,Automat,AWD,2015,2.0,Diesel,359000
138137457,2014,Opel,Zafira Tourer,94955.0,136.0,Manuell,FWD,2014,,Diesel,208719
138138823,2006,Volkswagen,Golf,167000.0,102.0,Manuell,FWD,2005,1.6,Bensin,39999
138131612,2018,Nissan,e-NV200,1500.0,109.0,Automat,FWD,,,Elektrisitet,339000
138140469,2015,Peugeot,Bipper,34100.0,75.0,Manuell,FWD,2015,1.2,Diesel,99000
138140371,2018,Volvo,V60,29713.0,235.0,Automat,AWD,2018,2.4,Hybrid,459900
138139138,2008,Volkswagen,Touran,186400.0,105.0,Manuell,FWD,2008,1.9,Diesel,57000
89612883,1999,Volkswagen,Transporter,358000.0,88.0,Manuell,FWD,1998,2.5,Diesel,19569
138140357,2016,Volvo,V60,46075.0,120.0,Manuell,FWD,2015,2.0,Diesel,265000
138140281,2019,BMW,X5,6000.0,265.0,Automat,AWD,2018,3.0,Diesel,1299000
138140212,2009,Peugeot,3008,97000.0,109.0,Manuell,FWD,2009,1.6,Diesel,72775
138140208,2015,BMW,i3,52156.0,170.0,Automat,RWD,2014,,Elektrisitet,209000
138140104,2017,Toyota,Yaris,14000.0,100.0,Automat,FWD,2017,1.5,Hybrid,219900
138136223,2005,Suzuki,Liana,199000.0,106.0,Manuell,AWD,2005,1.6,Bensin,21618
138140113,2014,BMW,X3,98200.0,163.0,Automat,AWD,2013,2.0,Diesel,349000
138140181,2018,Nissan,Leaf,8900.0,150.0,Automat,FWD,,0.0,Elektrisitet,279800
138096964,2009,Mercedes-Benz,E-Klasse,150000.0,170.0,Automat,RWD,2009,2.1,Diesel,143775
138140101,2015,Kia,Soul,65950.0,111.0,Automat,FWD,,0.0,Elektrisitet,189900
134110446,2013,Ford,Transit Custom,97596.0,155.0,Manuell,FWD,2014,2198.0,Diesel,170275
138139963,2007,Nissan,Pathfinder,191354.0,171.0,Automat,AWD,,2488.0,Diesel,95519
138139915,2014,Opel,Insignia Country Tourer,132500.0,163.0,Automat,AWD,2014,2.0,Diesel,239000
138139916,2014,Tesla,Model S,49800.0,422.0,Automat,RWD,2014,0.0,Elektrisitet,479000
138139869,2014,Hyundai,i30,40800.0,120.0,Automat,FWD,2014,,Bensin,149000
138139845,2015,BMW,i3,14350.0,170.0,Automat,FWD,,0.0,Elektrisitet,199900
138134839,2009,Citroen,Grand C4 Picasso,204370.0,109.0,Automat,FWD,2009,1.6,Diesel,42660
138139852,2016,Suzuki,Ignis,29650.0,90.0,Manuell,AWD,2016,1.2,Hybrid,209000
138127009,2014,Kia,Venga,10761.0,124.0,Automat,FWD,2014,1.6,Bensin,135000
138139830,2015,Tesla,Model S,99900.0,700.0,Automat,AWD,2015,,Elektrisitet,569000
138139711,2016,Suzuki,Ignis,29905.0,90.0,Manuell,AWD,2016,1.2,Hybrid,209000
138139781,2018,Nissan,Leaf,250.0,150.0,Automat,FWD,,0.0,Elektrisitet,312800
138137449,2007,Ford,Mondeo,235000.0,131.0,Automat,FWD,,,Diesel,49900
138139764,2018,Mazda,6,6500.0,175.0,Automat,AWD,2018,2.2,Diesel,449900
138139688,2016,Skoda,Superb,38500.0,190.0,Automat,AWD,2016,2.0,Diesel,399900
138139616,2018,BMW,5-serie,5500.0,252.0,Automat,RWD,2018,2.0,Hybrid,509900
138139691,2014,Nissan,X-Trail,52622.0,131.0,Manuell,AWD,,1598.0,Diesel,196375
138139675,2010,Peugeot,3008,104793.0,109.0,Manuell,FWD,2010,1.6,Diesel,89900
138135375,2005,Volkswagen,Golf,150000.0,105.0,Manuell,FWD,2008,1.9,Diesel,9594
138139696,2018,Renault,Zoe,1350.0,58.0,Automat,FWD,2018,,Elektrisitet,249000
138139523,2018,Kia,Niro,15000.0,105.0,Automat,FWD,2018,1.6,Hybrid,305000
138139578,2017,Kia,Sorento,50000.0,200.0,Automat,AWD,2016,2.2,Diesel,659777
138131084,2006,Volkswagen,Touran,232000.0,102.0,Manuell,FWD,2006,1.6,Bensin,37000
138139514,2016,Suzuki,Ignis,33528.0,90.0,Manuell,AWD,2016,1.2,Hybrid,209000
138139451,2015,Fiat,500,30100.0,114.0,Automat,FWD,,0.0,Elektrisitet,134900
138139459,2019,BMW,2-serie,1669.0,224.0,Automat,AWD,2018,1.5,Hybrid,389000
138139464,2018,Volvo,V60,23569.0,288.0,Automat,AWD,2018,2.4,Hybrid,489000
138139340,2018,Kia,Niro,15000.0,105.0,Automat,FWD,2018,1.6,Hybrid,305000
138139343,2016,Suzuki,Ignis,24310.0,90.0,Manuell,AWD,2016,1.2,Hybrid,219000
137733187,2017,Volkswagen,Golf,17000.0,310.0,Automat,AWD,2017,2.0,Bensin,519000
138139304,2017,Volkswagen,Golf,5000.0,136.0,Automat,FWD,,0.0,Elektrisitet,5290
138130791,2008,Toyota,RAV4,130000.0,152.0,Automat,AWD,2008,2.0,Bensin,128000
138139232,2019,Fiat,500,5.0,85.0,Manuell,FWD,,0.9,Bensin,2998
138137126,2015,Mitsubishi,Outlander,171000.0,202.0,Automat,AWD,2014,2.0,Hybrid,199000
138139217,2010,Volkswagen,Tiguan,181000.0,140.0,Automat,AWD,2010,,Diesel,159000
138139210,2017,Nissan,Leaf,29916.0,109.0,Automat,FWD,2017,,Elektrisitet,219900
138132050,2016,Volkswagen,Golf,63500.0,204.0,Automat,FWD,2015,1.4,Hybrid,219000
116931976,2014,BMW,3-serie,85000.0,116.0,Automat,RWD,2015,1995.0,Diesel,243719
75665428,2004,Ford,Mondeo,303000.0,,Manuell,FWD,,,Diesel,8618
138139101,2003,Toyota,Corolla,219900.0,110.0,Manuell,FWD,2003,,Bensin,29900
138117726,2018,BMW,5-serie,3800.0,252.0,Automat,RWD,2018,,Hybrid,449000
131063784,2016,Volkswagen,Golf,50000.0,204.0,Automat,FWD,2015,1.4,Hybrid,220000
138125862,2015,Mitsubishi,Outlander,57770.0,202.0,Automat,AWD,2015,2.0,Hybrid,268775
138133005,2006,BMW,3-serie,275000.0,150.0,Automat,RWD,2007,2.0,Bensin,56618
138047742,2006,Nissan,Navara,240000.0,174.0,Manuell,AWD,2006,2.5,Diesel,39618
114001710,2008,Mitsubishi,Outlander,208320.0,140.0,Manuell,AWD,2008,2.0,Diesel,78719
138139018,2010,Toyota,HiAce,364500.0,117.0,Manuell,AWD,2010,2.5,Diesel,99000
138138995,2017,BMW,3-serie,63538.0,252.0,Automat,RWD,2016,2.0,Hybrid,359900
138139000,2016,Suzuki,Ignis,37436.0,90.0,Manuell,AWD,2016,1.2,Hybrid,209000
